publish_date,headline_category,headline_text
20010817,city.hyderabad,"SCR reschedules trains"
20010817,city.hyderabad,"Monument as a milestone"
20010817,india,"Govt mulls CNG must norm for taxis; autos"
20010817,business.india-business,"RBI to transfer Rs 9;350 cr dividend to govt"
20010817,city.hyderabad,"Consumers given inflated electricity bills: CPI"
20010817,city.patna,"DM yet to report back to govt on charge against PP"
20010817,unknown,"Indian juniors excel in Hong Kong open golf"
20010817,city.chandigarh,"SMEs to improve in 6 months: Survey"
20010817,city.bengaluru,"Police conduct a dwarf wedding"
20010817,city.ahmedabad,"Activist takes up tribals' cause"
20010817,city.hyderabad,"'Dekha' screening on tomorrow"
20010817,city.hyderabad,"Electricity lines in city causing threat to vehicles"
20010817,india,"SC castigates Centre; TN on asylum deaths"
20010817,india,"5 chargesheeted in century scam case"
20010817,city.chandigarh,"Badal 'most unpopular' CM: Cong"
20010817,city.hyderabad,"3;655 in fray for panchayat polls in Vizag"
20010817,edit-page,"THE SPEAKING TREEbrPurusa and Prakriti Are Inseparable"
20010817,city.kolkata,"N 24 Parganas councillors get threat calls"
20010817,city.bengaluru,"2 IA staff members suspended"
20010817,business.international-business,"Japanese firms see Chinese imports as 'threats'"
20010817,city.hyderabad,"TD men desert party office for sarpanch polls"
20010817,city.bengaluru,"Customers can use any email service provider: VSNL"
20010817,city.bengaluru,"Bangalore to face petrol shortage"
20010817,entertainment.hindi.bollywood,"Sanjay Suri: Life Mein Kabhi Kabhi"
20010817,business.india-business,"Maruti to launch cars for disabled"
20010817,edit-page,"Dilli Durbar"
20010817,city.hyderabad,"Collectors asked to convene meet of water-users"
20010817,unknown,"US liberalises fiancee visa"
20010817,city.mumbai,"China Town"
20010817,india,"India displays model of Brahmos cruise missile"
20010817,unknown,"SC castigates Centre; TN Govt on asylum deaths"
20010817,city.hyderabad,"PCC list only after panchayat polls: Mirdha"
20010817,city.kolkata,"Saffronisation of education not wrong: Krishnamurthy"
20010817,cricket,"Borde blames bowlers for defeat"
20010817,city.hyderabad,"Sarpanch poll candidates spending a fortune in N Telangana"
20010817,city.bengaluru,"Plea for CoD probe into boat fire"
20010817,city.bengaluru,"Investments panel clears projects worth Rs 2;400 cr"
20010817,city.thiruvananthapuram,"Special trains for Onam"
20010817,india,"Tamil Nadu dynamite blast toll reaches 23"
20010817,city.lucknow,"Weavers body denies use of condoms in saree-making"
20010817,business.india-business,"Sri Lankan Airlines to resume flights to New Delhi"
20010817,cricket,"India will come back from defeat: Ganguly"
20010817,city.hyderabad,"Govt constitutes WTO cell"
20010817,city.bengaluru,"300 cattle head for goshala everyday"
20010817,business.india-business,"ASCI will spread awareness about misleading ads"
20010817,city.mumbai,"BJP backs Tyagi; will Sena follow suit?"
20010817,city.bengaluru,"Now; medical care comes home"
20010817,city.ahmedabad,"Police to be gender-sensitised"
20010817,city.lucknow,"FIR against 2 homeguards"
20010817,home.science,"More sensitive TB diagnostic kit launched"
20010817,city.hyderabad,"Girl raped"
20010817,city.bengaluru,"Killer husbands in custody for wives' death"
20010817,india,"Next round of Centre-Naga talks likely in India"
20010817,city.hyderabad,"Fema sounds deathknell for hawala operators"
20010817,india,"NHRC seeks probe into poisoning of schoolkids"
20010817,city.lucknow,"Mulayam scores; takes Kanchal; Maurya under his wings"
20010817,city.lucknow,"Varsity admission process resumes"
20010817,city.hyderabad,"Doctors to get training in Pranic techniques"
20010817,city.hyderabad,"Need regulatory body to cut media bill of parties"
20010817,city.patna,"BJP delegation seeks Pande's intervention"
20010817,unknown,"Spiritual leaders to spread Hindu values"
20010817,business.india-business,"Whirlpool to expand product base"
20010817,city.hyderabad,"DSC-2001 test hall tickets dispatched"
20010817,edit-page,"Accept the Challenge Make Human Rights India's Kashmir Plank"
20010817,india,"Bajrang Dal hits out at NDA Govt"
20010817,india,"No reservation for disabled in educational institutions"
20010817,city.bengaluru,"Singapore Rajkumar was camping in Mysore"
20010817,business.india-business,"Govt; DPC set to begin conciliation process"
20010817,india,"Four militants killed in Manipur"
20010817,india,"'Non-elected MLA can't be reappointed'"
20010817,city.bengaluru,"A trek up the twin peaks"
20010817,city.hyderabad,"FAPI seeks 50 pc security cut on term loans"
20010817,business.india-business,"Govt may dilute stake in Hindustan Zinc"
20010817,city.delhi,"IIT study drills holes into 'clean' CNG theory"
20010817,business.india-business,"Talks with Dhabol Power to begin tomorrow"
20010817,city.bengaluru,"MICO Bosch fears the pinch"
20010817,unknown,"iBackOffice plans huge call centre base in Karnataka"
20010817,city.hyderabad,"Lecturers get script writing lessons"
20010817,business.india-business,"Centre not to take over Dhabol project"
20010817,city.hyderabad,"DGQA inspects Vizag naval dock"
20010817,city.bengaluru,"Students offer the best medicine"
20010817,unknown,"Bush invites Megawati Sukarnoputri"
20010817,city.thiruvananthapuram,"Kerala women take umbrage at 'swimsuit' remark"
20010817,india,"Women's Bill a 'revolutionary legislation;' says PM"
20010817,business.india-business,"Kapil Dev to promote Indian tourism"
20010817,unknown,"Jaswant in Nepal to discuss dam"
20010817,business.international-business,"Festival to celebrate Harley-Davidsons"
20010817,city.bengaluru,"Gang war erupts in Central jail"
20010817,business.india-business,"IA to induct 4 A-320 aircraft"
20010817,city.patna,"Ramai to lead rally for quota in judicial services"
20010817,india,"When justice is blind to terror"
20010817,city.kolkata,"Jadavpur varsity council meet postponed"
20010817,city.hyderabad,"CPM demands immediate control of price rise"
20010817,entertainment.hindi.bollywood,"Abu Salem threatened Gulshan because of Nadeem"
20010817,city.patna,"Jharkhand assembly session begins"
20010817,city.bengaluru,"Teachers in Karnataka will rally for better pay"
20010817,city.lucknow,"Advani's visit sends conflicting signals"
20010817,city.ahmedabad,"12 Surat children injured in freak mishap"
20010817,cricket,"'I was taught to respect umpires' decision'"
20010817,city.bengaluru,"Cong team in Bangalore today to discuss labour laws"
20010817,india,"CMs to meet on Narmada project"
20010817,city.lucknow,"Power employees hold Govt responsible for present mess"
20010817,city.hyderabad,"HC issues orders to shore area authority on effluent treatment plant"
20010817,home.science,"Mass genetic disorder detection must: Experts"
20010817,city.bengaluru,"CM irked as Centre delays nod for airport tax"
20010817,city.bengaluru,"CM to visit Davanagere on Monday"
20010817,city.hyderabad,"TDP selects candidates for exchange programme"
20010817,city.delhi,"Pushta residents moving to higher ground"
20010817,india,"Abu Salem had threatened Gulshan: Kishan"
20010817,business.india-business,"Sterlite Industries contests notice on disqualification"
20010817,city.mumbai,"Old customs still hold fort on board the navy"
20010817,city.hyderabad,"Malkajgiri civic body takes up drain project"
20010817,city.lucknow,"One killed in Lucknow dacoity"
20010817,city.hyderabad,"TCLF wants early decision on Telangana"
20010817,unknown,"Earl Grey for Independence Cup"
20010817,city.hyderabad,"Stray acts of violence in Phase II polls"
20010817,unknown,"Hint for Jaya: Non-elected cannot be reappointed minister"
20010817,india,"Left objects to Fernandes' remarks on UTI ex-chief"
20010817,city.mumbai,"VANITIES"
20010817,unknown,"Isha Lakhani continues winning streak"
20010817,city.hyderabad,"Head priest's term extended for one year"
20010817,city.hyderabad,"Cong demands probe on loans for power companies"
20010817,unknown,"Indian girls shine; boys have a mixed day"
20010817,city.bengaluru,"Demand for vanilla revives hopes of farmers"
20010817,city.bengaluru,"BJP Yuva Morcha to organise national meet in Agra"
20010817,city.mumbai,"HOLLYWOOD HOTLINE brThe eagles have landed D day invasion"
20010817,city.hyderabad,"Govt effects minor reshuffle of IAS officers"
20010817,city.hyderabad,"Rains fail to deter voters in Vizag"
20010817,business.india-business,"Cabinet nod for Insolvency Bill"
20010817,india,"Bhutan crown prince arriving"
20010817,home.science,"Managing Solid Waste: The NGOs Way"
20010817,city.mumbai,"BombayTimesbrCivil defence in Nuclear times"
20010817,city.bengaluru,"Slap proves fatal as 2 women fight"
20010817,city.bengaluru,"One more entrance to City rail station opens"
20010817,india,"Two new Supreme Court judges sworn in"
20010817,india,"Jaya won't let more officers go"
20010817,business.india-business,"Godbole panel to submit report in 2-3 weeks"
20010817,business.india-business,"Rupee weakens slightly against dollar"
20010817,city.kolkata,"TC welcome to NDA fold; WB BJP can oppose it: Jana"
20010817,city.kolkata,"We are scientists; say Russians held for butterfly collection"
20010817,city.mumbai,"You got music? We'll help you rock the world"
20010817,city.chandigarh,"3 killed; seven injured in road mishap"
20010817,unknown,"Jaya holds firm; won't relieve IPS officials"
20010817,india,"SC raps Centre; Delhi for CNG queues"
20010817,india,"Ten killed; 48 injured in Bihar train mishap"
20010817,unknown,"Sri Lankan jets bombard LTTE base"
20010817,home.science,"Joshi lauds sci-tech breakthroughs"
20010817,india,"RSS opposes any further autonomy to Kashmir"
20010817,city.lucknow,"Minor girl killed; 3 others injured"
20010817,city.thiruvananthapuram,"Husain's Kerala fascination to spill over to big screen"
20010817,business.india-business,"MICO Bosch fears the pinch"
20010817,city.kolkata,"BSNL launches WLL service in city"
20010817,entertainment.hindi.bollywood,"Akshay Kumar: From dance to song!"
20010817,india,"Women representatives being exploited: MP BJP"
20010817,city.mumbai,"BombayTimesbrDeccan Odyssey Maharashtra on the right track"
20010817,city.mumbai,"HEAR AND NOW brMahabharat on air once again"
20010817,city.bengaluru,"Vande Mataram is the tune of the week"
20010817,city.hyderabad,"Rock garden to adorn Indira park"
20010817,city.hyderabad,"Congress to implement new fund-raising policy"
20010817,city.mumbai,"Teachers; parents to combat govt over reducing school grants"
20010817,city.lucknow,"Lawyers' body election schedule"
20010817,business.india-business,"Cabinet approves bill to remedy sick industries"
20010817,city.hyderabad,"Cong ready for debate on Telangana"
20010817,unknown,"Kashmir Solution"
20010817,city.lucknow,"Petrol pump owner looted; nephew shot at"
20010817,city.mumbai,"Bharat Shah's bail plea rejected"
20010817,city.lucknow,"Vaishya Parishad reposes faith"
20010817,city.ahmedabad,"Festival week ends with estimated Rs.20-cr turnover"
20010817,city.bengaluru,"Industrial growth soaring in Karwar"
20010817,city.chandigarh,"CISF to be deployed at Raja Sansi Airport"
20010817,city.bengaluru,"ITPL bio-informatics institute awaits first director"
20010817,city.lucknow,"Govt orders to V-Cs on admissions"
20010817,city.delhi,"Vasant Vihar murder: robbery wasn't motive"
20010817,india,"Teacher who made self-immolation bid dies"
20010817,city.bengaluru,"Syndicate member flays new varsities Bill"
20010817,city.bengaluru,"2 undertrials shifted to Bellary jail"
20010817,city.bengaluru,"New fire station on the cards"
20010817,unknown,"US threat to boycott racism meet condemned"
20010817,entertainment.hindi.bollywood,"M F Hussain's latest love - Kerala"
20010817,city.mumbai,"'If my party needs it; I'll buy MPs again'"
20010817,city.bengaluru,"Police face embarrassment over businessman's arrest"
20010817,unknown,"TN blast: Hiring policies blamed"
20010817,city.bengaluru,"Madiyal deputes junior to unfurl flag"
20010817,india,"Disabled get 3% quota in jobs only: HC"
20010817,city.mumbai,"A R Rahman joins hands with Michael Jackson"
20010817,city.hyderabad,"MCH rated AA+ by CRISIL"
20010817,city.bengaluru,"Silk board plans scheme for Kolar"
20010817,city.mumbai,"Complaint against DSQ Software filed with Mumbai Police"
20010817,city.chandigarh,"Farmhouse owner murdered"
20010817,city.hyderabad,"Tile industry in doldrums"
20010817,india,"38 minors rescued from red-light area"
20010817,india,"Govt slammed for saffron agenda in education"
20010817,india,"Tie-up with Trinamul need not extend to state: Jana"
20010817,city.delhi,"DelhiTimesbrSKY HIGHBRThe plane truth about satellites"
20010817,city.ahmedabad,"Surat excise office registers bumper crop"
20010817,city.bengaluru,"MBBS exams rescheduled to Oct 3"
20010817,city.hyderabad,"Court summons Kakarla in defamation case"
20010817,city.ahmedabad,"Vasna residents marooned for two days after downpour"
20010817,india,"Ajit Singh guns for errant IARI officer"
20010817,india,"Farooq demands arms for villagers"
20010817,city.mumbai,"Residents of Govind Towers resort to law for roof"
20010817,city.bengaluru,"Work those legs on that long flight"
20010817,city.bengaluru,"Sanchar Sarathi awards for 8 telecom staffers"
20010817,india,"Film stars; cricketers owe Rs 60;000 cr to I-T"
20010817,city.patna,"PM concerned over meagre utilisation of Central aid"
20010817,india,"MPs give themselves a raise"
20010817,city.mumbai,"ENTERTAINMENT"
20010817,unknown,"Slowdown Advantage"
20010817,city.bengaluru,"New electronic warfare planning system developed"
20010817,city.hyderabad,"Pingali 'daughters' ready for DNA test"
20010817,city.mumbai,"POTLUCK brHOT HAUTE HOT"
20010817,city.bengaluru,"Anees does an encore; this time with rat snake eggs"
20010817,city.bengaluru,"Immigration authorities caught napping"
20010817,business.india-business,"Dabur scouts partners for genome project"
20010817,city.lucknow,"Slain LeT militant called on temple trust chief last year"
20010817,city.mumbai,"Planet M celebrates second anniversary"
20010817,city.bengaluru,"Statistics on crime rate open for scrutiny: Kharge"
20010817,city.bengaluru,"New Haj website promises latest details on pilgrims"
20010817,india,"Solve Kashmir issue; we'll drop the gun: Hizb"
20010817,city.patna,"Centre queried on notice to mausoleum's encroachers"
20010817,city.ahmedabad,"Nadiad civic body owes GEB Rs 9 cr"
20010817,cricket,"I have no explanation for failure"
20010817,city.hyderabad,"Ya Hafez"
20010817,india,"We married for love: Sanghamitra"
20010817,city.hyderabad,"Train mishap averted at Guntakal"
20010817,india,"CBI probe demanded into burning of Quran"
20010817,india,"Zero Hour chaos over UTI"
20010817,india,"Six die of asphyxiation in well"
20010817,unknown,"LTTE accuses Lanka of scuttling peace"
20010817,city.mumbai,"Mobile squad for ladies compartments"
20010817,unknown,"Moopanar stable"
20010817,india,"Petro strike called off"
20010817,city.hyderabad,"Flood alert sounded at Bhadrachalam"
20010817,city.hyderabad,"CM issues orders on scholarships"
20010817,city.patna,"CM; Plan Panel meet put off again"
20010817,city.lucknow,"I-Day celebrated despite tight security"
20010817,india,"No compensation to kin of rail mishap victims"
20010817,city.delhi,"I don't need an advocate: Sushil Sharma"
20010817,unknown,"TCS teams with leading telecom cos for VOIP"
20010817,entertainment.hindi.bollywood,"Dil Chahta Hai"
20010817,edit-page,"SACRED SPACEbrFreedom Peace"
20010817,unknown,"Meitei's Defence"
20010817,city.bengaluru,"Close crop for Resthouse Road trees"
20010817,city.hyderabad,"Advertising agencies not paying AP Transco bills"
20010817,city.bengaluru,"Meet the other Morea"
20010817,city.chandigarh,"Archaic railway laws fail to handle encroachments"
20010817,city.chandigarh,"Another private life insurance company comes to town"
20010817,city.hyderabad,"Pay and Accounts Offices to become paperless"
20010817,city.bengaluru,"Documentary on tribals enters film festivals"
20010817,city.ahmedabad,"Nitin Patel ushers in E-governance in Mehsana"
20010817,city.hyderabad,"Case booked against OU VC"
20010817,city.mumbai,"MATINEE MASALA brDil khush"
20010817,cricket,"Jayasuriya's men wallop Saurav's boys"
20010817,city.chandigarh,"Cong for special session to discuss SYL issue"
20010817,city.mumbai,"BRIEF GRIEF brFreedom songs and a few bad words"
20010817,business.india-business,"NPPA revises prices of 49 formulation packs"
20010817,home.science,"Green lessons for army personnel"
20010817,city.chandigarh,"GMCH employees form union"
20010817,city.patna,"Centre convenes Bihar; Jharkhand power secy meet"
20010817,city.hyderabad,"AIDSO opposes Astrology in varsities"
20010817,unknown,"Ab to award bikta hai: Milkha"
20010817,city.bengaluru,"5 lakh new phone connections in state this year"
20010817,india,"Karunanidhi declines comment on Rajagopalan issue"
20010817,city.hyderabad,"AIDWA stage dharna against price hike of essentials"
20010817,city.bengaluru,"Land sharks may chew up Old Central Jail"
20010817,india,"CAG criticises Railway Ministry"
20010817,city.chandigarh,"Jalandhar's cricket ball units on verge of closure"
20010817,unknown,"Musharraf comes under thick security blanket"
20010817,city.hyderabad,"BSNL planning to introduce cellphones in 85 places in Andhra"
20010817,entertainment.hindi.bollywood,"Aamir Khan: 'Squash'ed!"
20010817,city.delhi,"HC quashes arrest of Pakistani"
20010817,edit-page,"Wining Formula"
20010817,city.mumbai,"Brimful of Asha"
20010817,city.hyderabad,"Torn tricolour a regular surprise at many govt schools"
20010817,india,"Panel spells steps to cut W Bengal arsenic contamination"
20010817,india,"Large cache of arms recovered from Kupwara"
20010817,city.bengaluru,"Their heart beats for fellow sufferers"
20010817,city.hyderabad,"Asbconding SCR attender held"
20010817,india,"Energy Bill passed"
20010817,city.hyderabad,"Free screening camp"
20010817,india,"When I speak English; it is atrocity: PM"
20010817,unknown,"Sharon unable to end violence; feel Israelis"
20010817,city.hyderabad,"CM; officials gather to exorcise 'dirty energy'"
20010817,city.hyderabad,"Colleges conduct science practicals in storerooms"
20010817,city.ahmedabad,"L&T quality improvement workshop concludes"
20010817,city.ahmedabad,"Traditional art help schoolchildren learn"
20010817,city.hyderabad,"Absconding doctors to be sacked"
20010817,india,"Advani heads GoM to mull state-funding of polls"
20010817,city.bengaluru,"Law and order in state fine: DGP"
20010817,unknown,"UA planning more non-stop flights"
20010817,city.delhi,"No respite for Kanti Nagar"
20010817,city.bengaluru,"Piano virtuoso to perform today"
20010817,unknown,"China to phase out limits on labour flow"
20010817,city.mumbai,"MUMBAI NEWS brInquiry the best thing to happen say city fathers"
20010817,unknown,"Religious freedom curtailed in India; Pak: US panel"
20010817,city.bengaluru,"Registration without corruption soon: Minister"
20010817,city.mumbai,"MUMBAI NEWS brRoads get ready for Ganpati"
20010817,city.chandigarh,"Third demolition by HUDA in Budhanpur"
20010817,city.bengaluru,"6 dacoits nabbed in KGF"
20010817,city.delhi,"Key witness turns hostile; denies seeing prime accused before"
20010817,city.mumbai,"BOOMTOWN RAP"
20010817,edit-page,"MIDDLEbrThe Slap"
20010817,city.patna,"Congress to agitate to focus on UTI scam"
20010817,city.bengaluru,"Karnataka in dire straits"
20010817,india,"Mahanta on two-month break"
20010817,city.hyderabad,"Poornima admits she is not Pingali's daughter"
20010817,entertainment.english.hollywood,"The Pledge"
20010817,city.chandigarh,"Issue of licences; RCs fall after crackdown on touts"
20010817,city.bengaluru,"Allum resignation accepted"
20010817,business.international-business,"News Corp earnings slip; awaits better times"
20010817,cricket,"Prabhakar gets three-month interim bail"
20010817,city.hyderabad,"Two new frigates for Indian Navy"
20010817,city.bengaluru,"More Ganeshas walking off the shelves this year"
20010817,city.hyderabad,"Government clarifies on Pingali row"
20010817,city.kolkata,"Trinamul-Krishnamurthy tiff continues"
20010817,city.hyderabad,"Abducted minor girl traced"
20010817,city.bengaluru,"State gets cattlefeed from Centre for drought-struck areas"
20010817,city.hyderabad,"Karnataka taps AP quota of water"
20010817,city.mumbai,"BOOMTOWN RAP brRampage"
20010817,india,"J&K situation militarily stable; says Army chief"
20010817,city.bengaluru,"Injunction against Oyzterbay COO vacated"
20010817,city.mumbai,"Taipei delegation to woo Indian ad fraternity"
20010817,city.bengaluru,"Telephone numbers transferred"
20010817,city.bengaluru,"How small details hamper big projects"
20010817,india,"4 suspended after train mishap in Bihar"
20010817,india,"Greater autonomy to J-K only solution"
20010817,unknown,"Rushdie's Arrogance"
20010817,india,"Naxalites gun down six in Bihar"
20010817,city.lucknow,"Alert police foil Maoists' bid to kidnap two foresters"
20010817,city.chandigarh,"Punjab DGP directed to shift tainted DSP"
20010817,unknown,"Rains cause havoc"
20010817,city.hyderabad,"Everyday is black day for them"
20010817,city.hyderabad,"Withhold PPAs signed with private firms: CPM"
20010817,city.lucknow,"State of the art micro-biology lab for Kanpur"
20010817,edit-page,"India Scheming"
20010817,city.mumbai,"Operation Guinea Pig takes hold in Bollywood"
20010817,city.hyderabad,"MCH folly sees monkeys being tortured"
20010817,unknown,"Usha's academy may tie up with Santa Monica"
20010818,unknown,"What next after Ravi Shankar's sitar revolution?"
20010818,city.pune,"Effective crystal cleaning"
20010818,city.bengaluru,"Total neglect of Dalits in Raichur: DSS"
20010818,cricket,"ICC expands its staff"
20010818,city.bengaluru,"Kampli bandh peaceful"
20010818,city.bengaluru,"Emission tests carried out for govt vehicles"
20010818,city.hyderabad,"Palnad; Narsaraopet to go to polls tomorrow"
20010818,city.lucknow,"Call to provide better health care"
20010818,unknown,"Gilts offer safe investment haven"
20010818,city.chandigarh,"India must go prepared for Doha Round"
20010818,city.hyderabad,"A bird's eyeview of the city's rich landscape"
20010818,city.mumbai,"NGOs decry overnight hospitalisation for tubectomy"
20010818,city.delhi,"Cong wants Govt spending reduced"
20010818,city.bengaluru,"So what if it's a remake; asks 'Nayak'"
20010818,unknown,"Slowdown hiding silver linings for IT pros"
20010818,city.bengaluru,"Veena maestro thrills"
20010818,city.bengaluru,"Shyam Benegal: Making of a director"
20010818,entertainment.hindi.bollywood,"Sanjay Gupta heads westwards with crew"
20010818,entertainment.hindi.bollywood,"This spider has no venom"
20010818,city.bengaluru,"Thums Up to this one"
20010818,business.india-business,"Spammers create havoc in virtual world"
20010818,unknown,"UAE defeats Uzbekistan 4-1 in world cup qualifier"
20010818,city.patna,"Rlys to blame for accident"
20010818,business.india-business,"White paper on TN reveals fiscal erosion"
20010818,india,"Ban on SIMI not ruled out: Advani"
20010818,city.chandigarh,"'Rationalisation' of power tarrifs assailed"
20010818,unknown,"Annan warns Taliban"
20010818,city.mumbai,"'Builders biggest beneficiaries of Sena's housing scheme'"
20010818,unknown,"Eco-friendly construction mooted for Ooty"
20010818,city.ahmedabad,"Cardiac patients lose heart as Aspirin disappears"
20010818,cricket,"Sachin to visit South Africa for check-up"
20010818,city.hyderabad,"Phase II polls: Ullepalli preferred peace"
20010818,city.hyderabad,"Ranadev's death a jolt to PWG in Orissa"
20010818,city.delhi,"Woman; friend held for husband's murder"
20010818,city.mumbai,"HEALTH FILE"
20010818,city.bengaluru,"Empty nest time for the Narayan Murthys"
20010818,unknown,"'US can't wage two simultaneous major wars'"
20010818,india,"Bride's friend a witness to Mahanta wedding"
20010818,city.hyderabad,"'Airport explosives' leave officials guessing"
20010818,unknown,"TN to introduce talent sporting scheme"
20010818,city.delhi,"Broken meter seal does not establish case of power theft"
20010818,city.hyderabad,"32 localities demonstrate people power"
20010818,india,"Security forces have upper hand in J&K"
20010818,unknown,"Jiang; Putin discuss bilateral ties"
20010818,city.chandigarh,"Railway laws fail to check enchroachments"
20010818,business.india-business,"Wipro forges alliance with Symantec"
20010818,city.chandigarh,"MOH asked to get details on soap controversy"
20010818,city.lucknow,"Life without TV: the boredom shows"
20010818,unknown,"Tennis superdad's tough act"
20010818,business.india-business,"Kinetic in venture for auto ancillaries"
20010818,city.patna,"Last supper of a hungry family"
20010818,cricket,"SA team to tour Zimbabwe under tight security"
20010818,entertainment.hindi.bollywood,"Govinda back in new avatar"
20010818,india,"Jail superintendent to get President's Medal"
20010818,business.india-business,"Ranbaxy gets DGCI nod to market ciprofloxacin"
20010818,india,"Printing press owner detained in SIMI case"
20010818,city.lucknow,"CM giving shelter to criminals: Naresh"
20010818,city.lucknow,"Small industries urge for timely payment"
20010818,city.mumbai,"CITY SPORTSbrGladwyn scores"
20010818,city.bengaluru,"Kharge holds one-to-one with CM"
20010818,unknown,"EU defence budgets on the rise"
20010818,india,"3 ultras killed; infiltration bid foiled in Rajouri"
20010818,city.mumbai,"3 arrested for trying to bribe SI"
20010818,city.pune,"Varsity clears confusion over commerce course"
20010818,city.lucknow,"Petrol dealers call off stir"
20010818,city.chandigarh,"SGPC joins hands with anti-Badal forces"
20010818,city.hyderabad,"Bar rules on advertising to be re-examined"
20010818,unknown,"UN raps Iraq over missing Kuwaitis"
20010818,city.bengaluru,"Burdened with debts; farmer commits suicide"
20010818,home.science,"Astrologers don't see stars on new cosmos"
20010818,city.delhi,"Police to probe demolition violence"
20010818,city.bengaluru,"Mysore varsity to research lesser-known mammals"
20010818,city.lucknow,"Advocates burn CM's effigy"
20010818,city.lucknow,"Rural areas face many problems"
20010818,india,"5 injured in Kanpur explosion"
20010818,city.mumbai,"Some like it 'instant'"
20010818,city.chandigarh,"Panthic Morcha groups to merge in April"
20010818,city.bengaluru,"Petrol bunk-cum-supermarket opens at Koramangala"
20010818,city.chandigarh,"Consultant advises JV for IT Park"
20010818,city.mumbai,"Lamington Road police station gets a glitzy makeover"
20010818,city.bengaluru,"KERC goes soft on directives to KPTC"
20010818,city.hyderabad,"CM releases book on adoption norms"
20010818,city.hyderabad,"Cong sweeps panchayats in Tenali"
20010818,city.hyderabad,"District-wise watershed targets reviewed"
20010818,city.patna,"India to discuss river water issue with Nepal"
20010818,city.ahmedabad,"War veteran wages lonely battle for his dues"
20010818,city.bengaluru,"Play god; 'father' a mascot"
20010818,city.lucknow,"Six health workers suspended"
20010818,city.hyderabad,"Cong workers attack sarpanch"
20010818,city.lucknow,"Secondary teachers' selection made competitive"
20010818,city.lucknow,"Talks on with BJP on seat-sharing: Samata"
20010818,city.hyderabad,"TD to review MLAs' poll performance"
20010818,city.pune,"Mr Bharat"
20010818,unknown,"Swadeshi Navy"
20010818,india,"Girl power is in; even boys want it"
20010818,city.chandigarh,"Unlawful link"
20010818,unknown,"'Unexpected' finish by Surya Sekhar"
20010818,india,"SC tells TISCO to pay Rs 4 cr compensation"
20010818,city.patna,"Alleged scam in freedom fighters' pension list"
20010818,city.hyderabad,"Dattatreya vows to bring Krishna water to city"
20010818,unknown,"Deserving winner"
20010818,city.hyderabad,"Ranigunj traders worst-hit by bank scandal"
20010818,city.hyderabad,"Guru Dutt film festival from September 20"
20010818,business.india-business,"Tata Finance moves RBI for relief"
20010818,city.chandigarh,"Gang of robbers busted"
20010818,city.mumbai,"Explain birthday bash; doctor told"
20010818,city.hyderabad,"Free coaching for girls"
20010818,business.india-business,"NPCIL plans to add 11;000 mw"
20010818,city.bengaluru,"A school on the road in hitech city"
20010818,business.india-business,"RBI to conduct sale of Kerala govt bonds"
20010818,city.delhi,"IIT study based on assumptions"
20010818,city.lucknow,"CPMT tremors rock LU"
20010818,entertainment.hindi.bollywood,"Diya Mirza: Anything for Salman!"
20010818,unknown,"Murthy's formula"
20010818,india,"Women better journalists than men: Rabri"
20010818,city.chandigarh,"Winds of change against employment exchange"
20010818,cricket,"This cricketer's dil maange More"
20010818,entertainment.hindi.bollywood,"Nirupa Roy's arrest on dowry case stayed"
20010818,unknown,"Misplaced priorities"
20010818,city.hyderabad,"City-based hawala operators nabbed"
20010818,india,"Season of scandals rocks AGP"
20010818,unknown,"EU defence budgets rising"
20010818,city.chandigarh,"Delhi-based firm shortlisted for maintaining MC toilets"
20010818,city.pune,"Touch the heart"
20010818,city.bengaluru,"5 held for threatening SI"
20010818,unknown,"Canada's prince of pot inspired by India"
20010818,unknown,"Sad news"
20010818,business.india-business,"Ketan Parekh remanded to CBI custody till Aug 24"
20010818,city.ahmedabad,"UGC accreditation for state eligibility test"
20010818,city.lucknow,"JNDC students' union candidate shot"
20010818,city.hyderabad,"School dropouts worries education officials"
20010818,city.hyderabad,"Vizag trawlers demand diesel subsidy"
20010818,city.delhi,"Meat sellers resent closure"
20010818,city.lucknow,"LDA increases registration fee"
20010818,unknown,"US wants robust relationship with India"
20010818,unknown,"Tamil Nadu not yet in debt trap"
20010818,cricket,"Lanka have a new headache for India"
20010818,city.delhi,"Call girl racket busted"
20010818,city.bengaluru,"Vikrant employees union to meet CM"
20010818,city.hyderabad,"A whiff of sea breeze"
20010818,city.hyderabad,"All-party meet for panel to end factionalism"
20010818,unknown,"US deeply interested in Mideast peace move"
20010818,unknown,"Zeta Lab; a boon for engineering students"
20010818,business.india-business,"Exodus to survive after a sellout"
20010818,city.pune,"Man robbed at knife-point"
20010818,city.hyderabad,"IPS man braves sharks to swim Strait of Gibraltar"
20010818,city.lucknow,"One more dies after attack by criminal tribe"
20010818,city.lucknow,"Distribution of admit cards proves an uphill task"
20010818,business.india-business,"MONEY WISEBRGilts offer safe investment haven"
20010818,city.pune,"Drought threat recedes in district"
20010818,business.india-business,"UTI seeks nod for trading of US-64 units"
20010818,city.patna,"Train accident toll rises to 10"
20010818,city.chandigarh,"Farooq raps trifurcation demand"
20010818,city.hyderabad,"Transco Lok Adalat solves 40 grievances"
20010818,city.mumbai,"BJP workers protest against Tyagi's arrest"
20010818,india,"Agra summit was a new chapter in diplomacy"
